AEWD_010010	serine hydroxymethyltransferase
CWI40_060050	hypothetical protein
CWI40_060060	hypothetical protein
CWI40_060070	hypothetical protein
CWI40_060080	transketolase
CWI40_060090	hypothetical protein
CWI40_060100	hypothetical protein
CWI40_060110	hypothetical protein
CWI40_060120	hypothetical protein
CWI40_060130	hypothetical protein
CWI40_060140	hypothetical protein
CWI40_060150	hypothetical protein
CWI40_060160	hypothetical protein
CWI40_060170	hypothetical protein
CWI40_060180	hypothetical protein
CWI40_060190	putative ATPase
CWI40_060200	Rad3-like DNA repair helicase
CWI40_060210	subunit beta of translation initiation factor 2
CWI40_060220	beta-tubulin folding cofactor D
CWI40_060230	hypothetical protein
CWI40_060240	polar tube protein 2
CWI40_060250	polar tube protein 1
CWI40_060260	putative E2F transcription factor
CWI40_060270	subunit of transport protein particle complex
CWI40_060280	leucyl-tRNA synthetase
CWI40_060290	hypothetical protein
CWI40_060300	hypothetical protein
CWI40_060310	queuine tRNA-ribosyltransferase
CWI40_060320	RNA polymerases N
CWI40_060330	PPIase/rotamase
CWI40_060340	minichromosome maintenance protein
CWI40_060350	subunit of transcription initiation factor IIE
CWI40_060360	single-stranded DNA-binding replication protein
CWI40_060370	hypothetical protein
CWI40_060380	hypothetical protein
CWI40_060390	RNase PH-like exoribonuclease
CWI40_060400	Mn2+-dependent serine/threonine protein kinase
CWI40_060420	subunit of dynactin complex
CWI40_060430	hypothetical protein
CWI40_060440	ribosome biogenesis GTP-binding protein
CWI40_060450	dUTPase
CWI40_060460	hypothetical protein
CWI40_060470	hypothetical protein
CWI40_060480	N-acetyltransferase
CWI40_060490	subunit of nuclear pore complex
CWI40_060500	Tom40-like porin
CWI40_060510	subunit zeta of T-complex protein 1
CWI40_060520	hypothetical protein
CWI40_060530	Tub-like protein
CWI40_060540	TPR repeat-containing protein
CWI40_060550	hypothetical protein
CWI40_060560	hypothetical protein
CWI40_060570	hypothetical protein
CWI40_060580	hypothetical protein
CWI40_060590	hypothetical protein
CWI40_060600	subunit RPB3 of DNA-directed RNA polymerase II
CWI40_060610	putative HemK-like methylase
CWI40_060620	histidyl-tRNA synthetase
CWI40_060630	hypothetical protein
CWI40_060640	adenylate kinase
CWI40_060650	hypothetical protein
CWI40_060660	hypothetical protein
CWI40_060670	hypothetical protein
CWI40_060680	hypothetical protein
CWI40_060690	hypothetical protein
CWI40_060700	phosphotyrosyl phosphatase activator
CWI40_060710	ribonucleoside-diphosphate reductase
CWI40_060720	hypothetical protein
CWI40_060730	subunit of vesicle coat complex
CWI40_060750	symplekin domain-containing protein
CWI40_060760	aspartyl-tRNA synthetase
CWI40_060770	hypothetical protein
CWI40_060780	hypothetical protein
CWI40_060790	Snf2/Rad54-like helicase
CWI40_060800	mRNA turnover and stability protein
CWI40_060810	subunit A of RNA polymerase II
CWI40_060820	hypothetical protein
CWI40_060830	hypothetical protein
CWI40_060840	subunit Sec63 of preprotein translocase
CWI40_060850	hypothetical protein
CWI40_060860	hypothetical protein
CWI40_060870	ribosomal protein L5
CWI40_060890	ubiquitin C-terminal hydrolase
CWI40_060900	pre-mRNA splicing helicase
CWI40_060910	P-type ATPase
CWI40_060920	hypothetical protein
CWI40_060930	hypothetical protein
CWI40_060940	hypothetical protein
CWI40_060950	hypothetical protein
CWI40_060960	subunit epsilon of t-complex protein 1
CWI40_060970	hypothetical protein
CWI40_060980	hypothetical protein
CWI40_060990	hypothetical protein
CWI40_070020	hypothetical protein
CWI40_070030	hypothetical protein
CWI40_070040	hypothetical protein
CWI40_070050	Myb-like transcription factor
CWI40_070060	RNA 3'-terminal phosphate cyclase
CWI40_070070	ribulose-5-phosphate 3-epimerase
CWI40_070080	zinc finger domain-containing protein
CWI40_070090	ribosomal protein L19
CWI40_070100	mitochondrial sulfhydryl oxidase
CWI40_070110	subunit of transcription initiation factor TFIIIB
CWI40_070120	ribosomal protein S18
CWI40_070130	ribosomal protein L36
CWI40_070140	hypothetical protein
CWI40_070150	hypothetical protein
CWI40_070160	small nuclear ribonucleoprotein
CWI40_070170	hypothetical protein
CWI40_070180	hypothetical protein
CWI40_070190	hypothetical protein
CWI40_070200	GTP-dependent nucleic acid-binding protein EngD
CWI40_070210	hypothetical protein
CWI40_070220	hypothetical protein
CWI40_070230	hypothetical protein
CWI40_070240	hypothetical protein
CWI40_070250	hypothetical protein
CWI40_070260	TruD-like pseudouridine synthase
CWI40_070270	hypothetical protein
CWI40_070280	ATP-dependent RNA helicase
CWI40_070300	hypothetical protein
CWI40_070310	HMG domain-containing chromatin-associated
CWI40_070320	hypothetical protein
CWI40_070330	hypothetical protein
CWI40_070340	ATP-binding protein
CWI40_070360	ATP-binding protein
CWI40_070370	ATP-binding protein
CWI40_070380	subunit DPH2 of diphthamide synthase
CWI40_070390	hypothetical protein
CWI40_070400	hypothetical protein
CWI40_070410	hypothetical protein
CWI40_070420	hypothetical protein
CWI40_070430	ferritin
CWI40_070440	hypothetical protein
CWI40_070450	hypothetical protein
CWI40_070460	hypothetical protein
CWI40_070470	SPX domain-containing vacuolar polyphosphate protein
CWI40_070480	hypothetical protein
CWI40_070490	translation elongation factor EF-1 alpha
CWI40_070500	ribosomal protein S26
CWI40_070510	Cdc50-like protein
CWI40_070520	Sec1-like vacuolar protein sorting-associated protein
CWI40_070530	hypothetical protein
CWI40_070540	L-type amino acid transporter
CWI40_070550	hypothetical protein
CWI40_070560	putative hemolysin III-like integral membrane protein
CWI40_070570	CCR4-NOT transcriptional regulation complex protein
CWI40_070580	DNA polymerase sigma
CWI40_070590	nucleoside diphosphate kinase
CWI40_070600	hypothetical protein
CWI40_070610	hypothetical protein
CWI40_070620	hypothetical protein
CWI40_070630	ER lumen protein retaining receptor
CWI40_070650	Psp1-like protein
CWI40_070660	hypothetical protein
CWI40_070670	hypothetical protein
CWI40_070680	hypothetical protein
CWI40_070690	hypothetical protein
CWI40_070700	hypothetical protein
CWI40_070710	hypothetical protein
CWI40_080010	deoxyribodipyrimidine photolyase
CWI40_080020	hypothetical protein
CWI40_080030	hypothetical protein
CWI40_080040	subunit beta' of DNA-directed RNA polymerase
CWI40_080050	NGG1p interacting factor 3-like protein
CWI40_080060	acidic ribosomal protein P2
CWI40_080070	hypothetical protein
CWI40_080080	histone chaperone
CWI40_080090	hypothetical protein
CWI40_080100	hypothetical protein
CWI40_080110	histidine acid phosphatase
CWI40_080120	regulatory subunit of ATP-dependent 26S proteasome
CWI40_080130	hypothetical protein
CWI40_080140	subunit of transcription initiation factor IIE
CWI40_080150	hypothetical protein
CWI40_080170	mitochondrial import inner membrane translocase
CWI40_080180	hypothetical protein
CWI40_080190	hypothetical protein
CWI40_080200	hypothetical protein
CWI40_080210	hypothetical protein
CWI40_080220	hypothetical protein
CWI40_080230	tRNA/rRNA cytosine-C5-methylase
CWI40_080240	RING-finger domain-containing ubiquitin ligase
CWI40_080250	U2 snRNP/pre-mRNA association factor
CWI40_080260	separase
CWI40_080270	hypothetical protein
CWI40_080280	serine/threonine protein kinase
CWI40_080290	hypothetical protein
CWI40_080300	RNA exonuclease
CWI40_080310	chromosome segregation ATPase
CWI40_080320	hypothetical protein
CWI40_080330	ubiquitin carboxyl-terminal hydrolase
CWI40_080340	hypothetical protein
CWI40_080350	hypothetical protein
CWI40_080360	hypothetical protein
CWI40_080370	hypothetical protein
CWI40_080380	hypothetical protein
CWI40_080390	ribosomal protein L7Ae
CWI40_080400	hypothetical protein
CWI40_080410	hypothetical protein
CWI40_080420	Cdc46/Mcm ATPase
CWI40_080430	hypothetical protein
CWI40_080440	hypothetical protein
CWI40_080450	serine/threonine kinase
CWI40_080460	hypothetical protein
CWI40_080470	hypothetical protein
CWI40_080480	hypothetical protein
CWI40_080490	cell division protein
CWI40_080500	cell division protein
CWI40_080510	putative ATP binding protein
CWI40_080520	hypothetical protein
CWI40_080530	EPP-like transporter
CWI40_080540	hypothetical protein
CWI40_080550	hypothetical protein
CWI40_080560	26S proteasome regulatory complex protein
CWI40_080570	adrenodoxin-like ferredoxin
CWI40_080580	Rad50-like protein
CWI40_080590	hypothetical protein
CWI40_080600	hypothetical protein
CWI40_080610	hypothetical protein
CWI40_080620	hypothetical protein
CWI40_080630	small ubiquitin-related modifier protein
CWI40_080640	hypothetical protein
CWI40_080660	chromosome segregation ATPase
CWI40_080670	hypothetical protein
CWI40_080680	subunit Sec62 of preprotein translocase
CWI40_080690	hypothetical protein
CWI40_080700	hypothetical protein
CWI40_080710	hypothetical protein
CWI40_080720	aquaporin
CWI40_080730	hypothetical protein
CWI40_080740	DnaJ-class molecular chaperone
CWI40_080750	nuclear pore protein
CWI40_080760	hypothetical protein
CWI40_080770	hypothetical protein
CWI40_080780	glyceraldehyde-3-phosphate dehydrogenase
CWI40_080790	hypothetical protein
CWI40_080800	acidic ribosomal protein P0
CWI40_080810	Ski2-like helicase
CWI40_080820	subunit Rpb8 of RNA polymerase
CWI40_080830	subunit Cullin of E3 ubiquitin ligase
CWI40_080840	hypothetical protein
CWI40_080850	hypothetical protein
CWI40_080860	RNA polymerase II transcription
CWI40_080880	TFIIF-interacting CTD phosphatase
CWI40_080890	alpha/beta hydrolase domain-containing protein
CWI40_080900	hypothetical protein
CWI40_080910	hypothetical protein
CWI40_080920	ribosomal protein L24
CWI40_080930	putative subunit RPA3 of replication protein A
CWI40_080940	subunit Rpb5 of DNA-directed RNA polymerase
CWI40_080950	hypothetical protein
CWI40_080960	hypothetical protein
CWI40_080970	subunit DPH2 of diphthamide synthase
CWI40_080980	hypothetical protein
CWI40_080990	hypothetical protein
CWI40_081000	hypothetical protein
CWI40_081010	ribosomal protein L37a
CWI40_081020	subunit POB3 of nucleosome-binding factor SPN
CWI40_081030	WD40 domain-containing protein
CWI40_081040	hypothetical protein
CWI40_081050	subunit alpha of proteasome
CWI40_081060	NAD kinase
CWI40_081070	ATP-dependent RNA helicase
CWI40_081080	hypothetical protein
CWI40_081090	hypothetical protein
CWI40_081100	hypothetical protein
CWI40_081110	ATP-dependent DNA helicase RecQ
CWI40_081120	subunit 3 of splicing factor 3a
CWI40_081130	hypothetical protein
CWI40_081140	hypothetical protein
CWI40_081150	tRNA-dihydrouridine synthase
CWI40_081160	hypothetical protein
CWI40_081170	alpha tubulin
CWI40_081180	hypothetical protein
CWI40_081190	hypothetical protein
CWI40_081200	formin homology 2 domain-containing protein
CWI40_081210	hypothetical protein
CWI40_081220	hypothetical protein
CWI40_081230	hypothetical protein
CWI40_081240	Golgi nucleoside diphosphatase
CWI40_081250	serine/threonine kinase
CWI40_081260	glucosamine-fructose-6-phosphate
CWI40_081270	hypothetical protein
CWI40_081280	Hsp90 ATPase activator
CWI40_081290	hypothetical protein
CWI40_081300	hypothetical protein
CWI40_081310	subunit beta of translation initiation factor IF-2
CWI40_081320	rRNA methylase
CWI40_081330	putative V-type ATP synthase
CWI40_081340	hypothetical protein
CWI40_081350	hypothetical protein
CWI40_081360	ubiquitin/L40 ribosomal protein fusion
CWI40_081370	ribosomal protein L22/L17e
CWI40_081380	beta type-1 subunit of proteasome
CWI40_081390	hypothetical protein
CWI40_081400	Dopey-like leucine zipper transcription factor
CWI40_081410	hypothetical protein
CWI40_081420	ribosomal protein L37
CWI40_081430	hypothetical protein
CWI40_081450	hypothetical protein
CWI40_081470	hypothetical protein
CWI40_081490	type V P-ATPase
CWI40_081500	hypothetical protein
CWI40_081520	hypothetical protein
CWI40_081530	hypothetical protein
CWI40_081540	hypothetical protein
CWI40_081550	threonyl-tRNA synthetase
CWI40_081560	hypothetical protein
CWI40_081570	hypothetical protein
CWI40_081580	hypothetical protein
CWI40_081590	tRNA-dihydrouridine synthase
CWI40_081600	hypothetical protein
CWI40_081610	mRNA decapping enzyme 2
CWI40_081620	regulatory subunit 4 of proteosome
CWI40_081630	hypothetical protein
CWI40_081640	hypothetical protein
CWI40_081650	subunit alpha of phenylalanyl-tRNA synthetase
CWI40_081660	hypothetical protein
CWI40_081670	putative acetyltransferase
CWI40_081680	transcriptional accessory-like protein
CWI40_081690	ribosomal protein S2
CWI40_081700	hypothetical protein
CWI40_081710	hypothetical protein
CWI40_081720	hypothetical protein
CWI40_081730	MADS domain-containing protein
CWI40_081740	subunit 7 of RNA polymerase II
CWI40_081750	hypothetical protein
CWI40_090010	hypothetical protein
CWI40_090020	hypothetical protein
CWI40_090030	hypothetical protein
CWI40_090040	hypothetical protein
CWI40_090050	ABCG White-like ABC transporter
CWI40_090060	hypothetical protein
CWI40_090070	hypothetical protein
CWI40_090080	putative small nuclear ribonucleoprotein
CWI40_090090	hypothetical protein
CWI40_090100	hypothetical protein
CWI40_090110	small subunit of clathrin adaptor complex
CWI40_090120	EF-Hand Ca2+-binding protein
CWI40_090130	hypothetical protein
CWI40_090140	hypothetical protein
CWI40_090150	hypothetical protein
CWI40_090160	hypothetical protein
CWI40_090170	hypothetical protein
CWI40_090190	cyclin-dependent protein kinase
CWI40_090200	GTP-binding protein
CWI40_090210	subunit H of vacuolar H+-ATPase V1
CWI40_090220	cyclin
CWI40_090230	hypothetical protein
CWI40_090240	beta type-2 subunit of proteasome
CWI40_090250	minichromosome maintenance protein
CWI40_090260	hypothetical protein
CWI40_090270	hypothetical protein
CWI40_090280	DNA-directed RNA polymerase
CWI40_090290	subunit H of ATP synthase
CWI40_090300	putative GTPase
CWI40_090310	hypothetical protein
CWI40_090320	ribosomal protein S15
CWI40_090330	hypothetical protein
CWI40_090340	ribosomal protein L26
CWI40_090350	RNA binding protein
CWI40_090360	histidine triad nucleotide-binding protein
CWI40_090370	tRNA/rRNA cytosine-C5-methylase
CWI40_090380	histone H2B-like protein
CWI40_090390	hypothetical protein
CWI40_090400	hypothetical protein
CWI40_090410	hypothetical protein
CWI40_090420	hypothetical protein
CWI40_090430	E1 ubiquitin activating enzyme-like protein
CWI40_090440	peptidyl-prolyl cis-trans isomerase
CWI40_090450	hypothetical protein
CWI40_090460	cysteinyl-tRNA-synthetase
CWI40_090470	hypothetical protein
CWI40_090480	hypothetical protein
CWI40_090490	RNA binding domain-containing protein
CWI40_090500	hypothetical protein
CWI40_090510	Sm-like protein
CWI40_090520	arginyl-tRNA synthetase
CWI40_090530	Zn-finger domain-containing protein
CWI40_090540	hypothetical protein
CWI40_090560	hypothetical protein
CWI40_090570	hypothetical protein
CWI40_090580	hypothetical protein
CWI40_090590	ribosomal protein L18
CWI40_090600	chromosome condensation complex Condensin
CWI40_090610	hypothetical protein
CWI40_090620	catalytic subunit of DNA primase
CWI40_090630	hypothetical protein
CWI40_090640	subunit E' of DNA-directed RNA polymerase
CWI40_090650	hypothetical protein
CWI40_090670	gamma-tubulin
CWI40_090680	subunit zeta of vesicle coat complex COPI
CWI40_090690	hypothetical protein
CWI40_090700	Golgi-to-ER retrieval protein
CWI40_090710	hypothetical protein
CWI40_090720	hypothetical protein
CWI40_090730	Rab5-like GTPase
CWI40_090740	MRP-like protein
CWI40_090750	ERCC4-type nuclease
CWI40_090760	subunit Rpb4 of RNA polymerase II
CWI40_090770	8-oxoguanine DNA glycosylase
CWI40_090780	hypothetical protein
CWI40_090790	hypothetical protein
CWI40_090800	signal recognition particle protein Srp19
CWI40_090810	hypothetical protein
CWI40_090820	ribosomal protein L4
CWI40_090830	hypothetical protein
CWI40_090840	subunit of mRNA deadenylase
CWI40_090850	ubiquitin-conjugating enzyme E2
CWI40_090860	ribosomal protein S4
CWI40_090870	endonuclease III
CWI40_090880	kinesin-like protein
CWI40_090890	translation initiation factor 4E
CWI40_090900	hypothetical protein
CWI40_090910	hypothetical protein
CWI40_090920	cyclic nucleotide-binding domain-containing protein
CWI40_090940	hypothetical protein
CWI40_090950	hypothetical protein
CWI40_090960	heat shock transcription factor
