
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T01330
To: KEGG GENES
vcn:VOLCADRAFT_63267 hypothetical protein 
vcn:VOLCADRAFT_63270 hypothetical protein; K01555 fumarylacetoacetase [EC:3.7.1.2] 
vcn:VOLCADRAFT_63272 hypothetical protein 
vcn:VOLCADRAFT_63274 hypothetical protein; K07071 
vcn:VOLCADRAFT_63280 dnj32; molecular chaperone; K09506 DnaJ homolog subfamily A member 5 
vcn:VOLCADRAFT_63284 hypothetical protein 
vcn:VOLCADRAFT_63297 hypothetical protein 
vcn:VOLCADRAFT_63302 hypothetical protein; K10689 peroxin-4 [EC:6.3.2.19] 
vcn:VOLCADRAFT_63303 hypothetical protein 
vcn:VOLCADRAFT_63305 hypothetical protein; K14415 tRNA-splicing ligase RtcB [EC:6.5.1.3] 
vcn:VOLCADRAFT_63307 hypothetical protein; K00261 glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3] 
vcn:VOLCADRAFT_63308 hypothetical protein 
vcn:VOLCADRAFT_63318 hypothetical protein; K12349 neutral ceramidase [EC:3.5.1.23] 
vcn:VOLCADRAFT_63329 hypothetical protein 
vcn:VOLCADRAFT_63330 hypothetical protein 
vcn:VOLCADRAFT_63341 hypothetical protein; K12175 COP9 signalosome complex subunit 1 
vcn:VOLCADRAFT_63348 hypothetical protein 
vcn:VOLCADRAFT_63381 Kar3 type kinesin; K10406 kinesin family member C2/C3 
vcn:VOLCADRAFT_63400 hypothetical protein 
vcn:VOLCADRAFT_63413 class II photolyase; K01669 deoxyribodipyrimidine photo-lyase [EC:4.1.99.3] 
vcn:VOLCADRAFT_63421 vmp28; metalloproteinase, extracellular matrix glycoprotein VMP28 
vcn:VOLCADRAFT_63429 hypothetical protein; K05941 glutathione gamma-glutamylcysteinyltransferase [EC:2.3.2.15] 
vcn:VOLCADRAFT_63477 pathogenesis-related genes transcriptional activator 
vcn:VOLCADRAFT_63478 hypothetical protein 
vcn:VOLCADRAFT_63500 hypothetical protein; K01867 tryptophanyl-tRNA synthetase [EC:6.1.1.2] 
vcn:VOLCADRAFT_63503 hypothetical protein; K01892 histidyl-tRNA synthetase [EC:6.1.1.21] 
vcn:VOLCADRAFT_63512 phV8; extracellular matrix glycoprotein pherophorin-V8 
vcn:VOLCADRAFT_63518 hypothetical protein 
vcn:VOLCADRAFT_63528 hypothetical protein; K08850 aurora kinase, other [EC:2.7.11.1] 
vcn:VOLCADRAFT_63531 hypothetical protein 
vcn:VOLCADRAFT_63538 hypothetical protein; K03453 bile acid:Na+ symporter, BASS family 
vcn:VOLCADRAFT_63556 hypothetical protein; K01598 phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36] 
vcn:VOLCADRAFT_63584 hypothetical protein; K17506 protein phosphatase 1L [EC:3.1.3.16] 
vcn:VOLCADRAFT_63610 hypothetical protein; K03526 (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1] 
vcn:VOLCADRAFT_63648 hypothetical protein; K11414 NAD-dependent deacetylase sirtuin 4 [EC:3.5.1.-] 
vcn:VOLCADRAFT_63657 hypothetical protein; K03020 DNA-directed RNA polymerases I and III subunit RPAC2 
vcn:VOLCADRAFT_63683 cyc13; guanylyl and adenylyl cyclase family member 
vcn:VOLCADRAFT_63695 hypothetical protein 
vcn:VOLCADRAFT_63715 MTP1; hypothetical protein; K14689 solute carrier family 30 (zinc transporter), member 2 
vcn:VOLCADRAFT_63718 hypothetical protein; K12865 polyglutamine-binding protein 1 
vcn:VOLCADRAFT_63721 hypothetical protein 
vcn:VOLCADRAFT_63727 hypothetical protein; K07200 5'-AMP-activated protein kinase, regulatory gamma subunit 
vcn:VOLCADRAFT_63754 hypothetical protein; K03130 transcription initiation factor TFIID subunit 5 
vcn:VOLCADRAFT_63761 hypothetical protein; K14810 ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13] 
vcn:VOLCADRAFT_63767 hypothetical protein; K15336 tRNA (cytosine38-C5)-methyltransferase [EC:2.1.1.204] 
vcn:VOLCADRAFT_63770 hypothetical protein; K14857 AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-] 
vcn:VOLCADRAFT_63797 myb1; transcription factor Myb1 
vcn:VOLCADRAFT_63817 hypothetical protein; K11717 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16] 
vcn:VOLCADRAFT_63825 Kif19 type kinesin-like protein; K10401 kinesin family member 18/19 
vcn:VOLCADRAFT_63837 hypothetical protein; K04508 transducin (beta)-like 1 
vcn:VOLCADRAFT_63840 hypothetical protein 
vcn:VOLCADRAFT_63898 hypothetical protein 
vcn:VOLCADRAFT_63953 hypothetical protein; K14535 transcription initiation factor TFIID subunit 9 / adenylate kinase [EC: 
vcn:VOLCADRAFT_63954 hypothetical protein 
vcn:VOLCADRAFT_63971 hypothetical protein; K00106 xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2] 
vcn:VOLCADRAFT_64009 hypothetical protein 
vcn:VOLCADRAFT_64019 hypothetical protein 
vcn:VOLCADRAFT_64030 hypothetical protein; K00620 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3. 
vcn:VOLCADRAFT_64047 hypothetical protein; K06176 tRNA pseudouridine13 synthase [EC:5.4.99.27] 
vcn:VOLCADRAFT_64049 rpl40; component of cytosolic 80S ribosome and 60S large subunit 
vcn:VOLCADRAFT_64058 hypothetical protein 
vcn:VOLCADRAFT_64063 hypothetical protein; K02685 DNA primase large subunit [EC:2.7.7.-] 
vcn:VOLCADRAFT_64069 arf6; small Arf-related GTPase; K07943 ADP-ribosylation factor-like protein 2 
vcn:VOLCADRAFT_64079 hypothetical protein; K14855 ribosome assembly protein 4 
vcn:VOLCADRAFT_64086 hypothetical protein; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1] 
vcn:VOLCADRAFT_64094 hypothetical protein 
vcn:VOLCADRAFT_64100 hypothetical protein 
vcn:VOLCADRAFT_64115 hypothetical protein 
vcn:VOLCADRAFT_64139 hypothetical protein 
vcn:VOLCADRAFT_64140 hypothetical protein 
vcn:VOLCADRAFT_64141 hypothetical protein 
vcn:VOLCADRAFT_64147 hypothetical protein 
vcn:VOLCADRAFT_64158 chlorophyll a oxygenase; K13600 chlorophyllide a oxygenase [EC:1.14.13.122] 
vcn:VOLCADRAFT_64171 hypothetical protein; K17508 protein phosphatase 2C homolog 7 [EC:3.1.3.16] 
vcn:VOLCADRAFT_64247 hypothetical protein; K12868 pre-mRNA-splicing factor SYF2 
vcn:VOLCADRAFT_64254 hypothetical protein; K17278 membrane-associated progesterone receptor component 
vcn:VOLCADRAFT_64260 hypothetical protein 
vcn:VOLCADRAFT_64266 Kif6 type kinesin-like protein 
vcn:VOLCADRAFT_64274 hypothetical protein 
vcn:VOLCADRAFT_64280 hypothetical protein; K14791 periodic tryptophan protein 1 
vcn:VOLCADRAFT_64294 hypothetical protein; K03294 basic amino acid/polyamine antiporter, APA family 
vcn:VOLCADRAFT_64300 hypothetical protein 
vcn:VOLCADRAFT_64316 hypothetical protein 
vcn:VOLCADRAFT_64330 prodhC; proline dehydrogenase/oxidase; K00318 proline dehydrogenase [EC:1.5.-.-] 
vcn:VOLCADRAFT_64346 hypothetical protein; K12870 pre-mRNA-splicing factor ISY1 
vcn:VOLCADRAFT_64348 hypothetical protein 
vcn:VOLCADRAFT_64350 hypothetical protein 
vcn:VOLCADRAFT_64353 hypothetical protein 
vcn:VOLCADRAFT_64427 hypothetical protein; K08869 aarF domain-containing kinase 
vcn:VOLCADRAFT_64430 hypothetical protein 
vcn:VOLCADRAFT_64439 hypothetical protein; K00472 prolyl 4-hydroxylase [EC:1.14.11.2] 
vcn:VOLCADRAFT_64440 Kif9 kinesin 
vcn:VOLCADRAFT_64450 hypothetical protein; K01533 Cu2+-exporting ATPase [EC:3.6.3.4] 
vcn:VOLCADRAFT_64471 hypothetical protein 
vcn:VOLCADRAFT_64479 mapk4; mitogen-activated protein kinase 4 
vcn:VOLCADRAFT_64498 hypothetical protein; K01488 adenosine deaminase [EC:3.5.4.4] 
vcn:VOLCADRAFT_64563 mapkkkk1; MAP kinase 
vcn:VOLCADRAFT_64591 hypothetical protein; K03027 DNA-directed RNA polymerases I and III subunit RPAC1 
vcn:VOLCADRAFT_64667 hypothetical protein 
vcn:VOLCADRAFT_64678 hypothetical protein; K12165 ufm1-conjugating enzyme 1 
vcn:VOLCADRAFT_64696 pde6; 3'5'-cyclic nucleotide phosphodiesterase 
vcn:VOLCADRAFT_64703 hypothetical protein 
vcn:VOLCADRAFT_64706 hypothetical protein 
vcn:VOLCADRAFT_64710 hypothetical protein 
vcn:VOLCADRAFT_64713 hypothetical protein 
vcn:VOLCADRAFT_64714 hypothetical protein 
vcn:VOLCADRAFT_64715 hypothetical protein 
vcn:VOLCADRAFT_64723 hypothetical protein 
vcn:VOLCADRAFT_64732 hypothetical protein 
vcn:VOLCADRAFT_64746 hypothetical protein; K11097 small nuclear ribonucleoprotein E 
vcn:VOLCADRAFT_64751 hypothetical protein 
vcn:VOLCADRAFT_64770 mapk2; mitogen-activated protein kinase 2 
vcn:VOLCADRAFT_64777 hypothetical protein 
vcn:VOLCADRAFT_64783 hypothetical protein; K01892 histidyl-tRNA synthetase [EC:6.1.1.21] 
vcn:VOLCADRAFT_64796 hypothetical protein 
vcn:VOLCADRAFT_64797 hypothetical protein 
vcn:VOLCADRAFT_64810 hypothetical protein 
vcn:VOLCADRAFT_64814 hypothetical protein; K02690 photosystem I P700 chlorophyll a apoprotein A2 
vcn:VOLCADRAFT_64823 hypothetical protein; K02552 menaquinone-specific isochorismate synthase [EC:5.4.4.2] 
vcn:VOLCADRAFT_64836 hypothetical protein 
vcn:VOLCADRAFT_64869 D1bHC; cytoplasmic dynein 1b heavy chain; K10414 dynein heavy chain 2, cytosolic 
vcn:VOLCADRAFT_64899 hypothetical protein; K14168 cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-] 
vcn:VOLCADRAFT_64912 hypothetical protein 
vcn:VOLCADRAFT_64922 hypothetical protein; K15281 solute carrier family 35 
vcn:VOLCADRAFT_64932 hypothetical protein; K14376 poly(A) polymerase [EC:2.7.7.19] 
vcn:VOLCADRAFT_64943 hypothetical protein; K15865 CDK5 regulatory subunit-associated protein 1-like 1 
vcn:VOLCADRAFT_64976 hypothetical protein; K17681 ATPase family AAA domain-containing protein 3A/B 
vcn:VOLCADRAFT_64981 hypothetical protein 
vcn:VOLCADRAFT_64986 hypothetical protein 
vcn:VOLCADRAFT_65003 hypothetical protein; K03979 GTP-binding protein 
vcn:VOLCADRAFT_65021 hypothetical protein 
vcn:VOLCADRAFT_65045 hypothetical protein 
vcn:VOLCADRAFT_65051 ttlC; tubulin tyrosine ligase TtlC; K16608 tubulin monoglycylase TTLL3/8 [EC:6.3.2.-] 
vcn:VOLCADRAFT_65059 hypothetical protein 
vcn:VOLCADRAFT_65073 target of rapamycin, growth-regulatory PI3K-like protein kinase; K07203 FKBP12-rapamycin complex-ass 
vcn:VOLCADRAFT_65082 hypothetical protein; K12657 delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41] 
vcn:VOLCADRAFT_65100 hypothetical protein 
vcn:VOLCADRAFT_65103 hypothetical protein; K01487 guanine deaminase [EC:3.5.4.3] 
vcn:VOLCADRAFT_65111 Kif3C type kinesin-like protein; K10406 kinesin family member C2/C3 
vcn:VOLCADRAFT_65149 hypothetical protein 
vcn:VOLCADRAFT_65155 CENPE type kinesin-like protein 
vcn:VOLCADRAFT_65159 hypothetical protein 
vcn:VOLCADRAFT_65162 cdkd1; hypothetical protein; K02202 cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23] 
vcn:VOLCADRAFT_65163 hypothetical protein; K01809 mannose-6-phosphate isomerase [EC:5.3.1.8] 
vcn:VOLCADRAFT_65170 hypothetical protein 
vcn:VOLCADRAFT_65188 hypothetical protein 
vcn:VOLCADRAFT_65194 hypothetical protein 
vcn:VOLCADRAFT_65200 hypothetical protein 
vcn:VOLCADRAFT_65203 hypothetical protein 
vcn:VOLCADRAFT_65212 hypothetical protein 
vcn:VOLCADRAFT_65215 VSET2; histone H3 methyltransferase; K11423 histone-lysine N-methyltransferase SETD2 [EC:2.1.1.43] 
vcn:VOLCADRAFT_65225 mot59; hypothetical protein 
vcn:VOLCADRAFT_65242 hypothetical protein 
vcn:VOLCADRAFT_65252 hypothetical protein 
vcn:VOLCADRAFT_65253 hypothetical protein; K13148 integrator complex subunit 11 [EC:3.1.27.-] 
vcn:VOLCADRAFT_65257 hypothetical protein 
vcn:VOLCADRAFT_65267 hypothetical protein 
vcn:VOLCADRAFT_65291 hypothetical protein 
vcn:VOLCADRAFT_65292 pus3; RNA pseudouridine synthase mitochondrial precursor; K15452 tRNA pseudouridine synthase 2 [EC:5 
vcn:VOLCADRAFT_65309 hypothetical protein 
vcn:VOLCADRAFT_65315 hypothetical protein 
vcn:VOLCADRAFT_65316 Jumonji domain-containing protein; K06709 jumonji domain-containing protein 2 [EC:1.14.11.-] 
vcn:VOLCADRAFT_65341 hypothetical protein 
vcn:VOLCADRAFT_65342 hypothetical protein 
vcn:VOLCADRAFT_65353 cyc15; guanylyl and adenylyl cyclase family member 
vcn:VOLCADRAFT_65362 VSET1; histone H3 methyltransferase; K11422 histone-lysine N-methyltransferase SETD1 [EC:2.1.1.43] 
vcn:VOLCADRAFT_65388 hypothetical protein 
vcn:VOLCADRAFT_65396 hypothetical protein 
vcn:VOLCADRAFT_65399 hypothetical protein; K06158 ATP-binding cassette, subfamily F, member 3 
vcn:VOLCADRAFT_65424 hypothetical protein; K14962 COMPASS component SWD2 
vcn:VOLCADRAFT_65425 dynein heavy chain 9 
vcn:VOLCADRAFT_65427 hypothetical protein; K12392 AP-1 complex subunit beta-1 
vcn:VOLCADRAFT_65444 hypothetical protein 
vcn:VOLCADRAFT_65445 hypothetical protein 
vcn:VOLCADRAFT_65454 cyc22; guanylyl and adenylyl cyclase family member 
vcn:VOLCADRAFT_65458 hypothetical protein 
vcn:VOLCADRAFT_65472 hypothetical protein 
vcn:VOLCADRAFT_65486 grx3; CGFS type glutaredoxin 3 
vcn:VOLCADRAFT_65492 hypothetical protein 
vcn:VOLCADRAFT_65498 hypothetical protein 
vcn:VOLCADRAFT_65509 hypothetical protein; K13103 tuftelin-interacting protein 11 
vcn:VOLCADRAFT_65530 hypothetical protein 
vcn:VOLCADRAFT_65539 hypothetical protein 
vcn:VOLCADRAFT_65549 hypothetical protein 
vcn:VOLCADRAFT_65556 hypothetical protein 
vcn:VOLCADRAFT_65591 hypothetical protein 
vcn:VOLCADRAFT_65632 arpC3; actin-related protein ArpC3; K05756 actin related protein 2/3 complex, subunit 3 
vcn:VOLCADRAFT_65634 alternative oxidase 
vcn:VOLCADRAFT_65637 cct6; chaperonin complex component; K09498 T-complex protein 1 subunit zeta 
vcn:VOLCADRAFT_65661 hypothetical protein 
vcn:VOLCADRAFT_65686 nrt2; nitrite transporter; K02575 MFS transporter, NNP family, nitrate/nitrite transporter 
vcn:VOLCADRAFT_65690 hypothetical protein 
vcn:VOLCADRAFT_65697 hypothetical protein; K06997 
vcn:VOLCADRAFT_65699 hypothetical protein; K01953 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] 
vcn:VOLCADRAFT_65702 hypothetical protein 
vcn:VOLCADRAFT_65711 hypothetical protein 
vcn:VOLCADRAFT_65725 hypothetical protein; K09645 vitellogenic carboxypeptidase-like protein [EC:3.4.16.-] 
vcn:VOLCADRAFT_65732 hypothetical protein; K03801 lipoyl(octanoyl) transferase [EC:2.3.1.181] 
vcn:VOLCADRAFT_65761 hypothetical protein 
vcn:VOLCADRAFT_65776 hypothetical protein 
vcn:VOLCADRAFT_65806 hypothetical protein; K10570 DNA excision repair protein ERCC-8 
vcn:VOLCADRAFT_65822 hypothetical protein 
vcn:VOLCADRAFT_65831 hypothetical protein 
vcn:VOLCADRAFT_65832 hstH2A-2; histone H2A; K11251 histone H2A 
vcn:VOLCADRAFT_65837 hypothetical protein; K15422 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phospha 
vcn:VOLCADRAFT_65854 hstH4-14; histone H4; K11254 histone H4 
vcn:VOLCADRAFT_65865 hypothetical protein; K10576 ubiquitin-conjugating enzyme E2 H [EC:6.3.2.19] 
vcn:VOLCADRAFT_65875 hypothetical protein 
vcn:VOLCADRAFT_65878 mot60; hypothetical protein 
vcn:VOLCADRAFT_65884 hypothetical protein 
vcn:VOLCADRAFT_65891 hypothetical protein 
vcn:VOLCADRAFT_65897 hypothetical protein 
vcn:VOLCADRAFT_65912 hypothetical protein 
vcn:VOLCADRAFT_65935 hypothetical protein; K12176 COP9 signalosome complex subunit 2 
vcn:VOLCADRAFT_65943 hypothetical protein 
vcn:VOLCADRAFT_65983 hypothetical protein; K06268 serine/threonine-protein phosphatase 2B regulatory subunit 
vcn:VOLCADRAFT_65985 cgk1; cGMP-dependent protein kinase 
vcn:VOLCADRAFT_66001 hypothetical protein; K10734 GINS complex subunit 3 
vcn:VOLCADRAFT_66018 hypothetical protein 
vcn:VOLCADRAFT_66026 hypothetical protein; K02350 DNA polymerase zeta [EC:2.7.7.7] 
vcn:VOLCADRAFT_66043 hypothetical protein 
vcn:VOLCADRAFT_66051 hypothetical protein 
vcn:VOLCADRAFT_66052 RabC/Rab18 
vcn:VOLCADRAFT_66087 hypothetical protein; K16911 ATP-dependent RNA helicase DDX21 [EC:3.6.4.13] 
vcn:VOLCADRAFT_66089 hypothetical protein 
vcn:VOLCADRAFT_66092 hypothetical protein; K09645 vitellogenic carboxypeptidase-like protein [EC:3.4.16.-] 
vcn:VOLCADRAFT_66109 hypothetical protein; K02350 DNA polymerase zeta [EC:2.7.7.7] 
vcn:VOLCADRAFT_66113 mot11; hypothetical protein; K16599 tubulin polyglutamylase TTLL1 [EC:6.-.-.-] 
vcn:VOLCADRAFT_66117 hypothetical protein; K07151 dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4. 
vcn:VOLCADRAFT_66123 hypothetical protein; K15889 prenylcysteine alpha-carboxyl methylesterase [EC:3.1.1.-] 
vcn:VOLCADRAFT_66153 hypothetical protein 
vcn:VOLCADRAFT_66175 hypothetical protein; K03021 DNA-directed RNA polymerase III subunit RPC2 [EC:2.7.7.6] 
vcn:VOLCADRAFT_66196 hypothetical protein; K08838 serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1] 
vcn:VOLCADRAFT_66209 hypothetical protein 
vcn:VOLCADRAFT_66217 hypothetical protein 
vcn:VOLCADRAFT_66220 hypothetical protein; K01512 acylphosphatase [EC:3.6.1.7] 
vcn:VOLCADRAFT_66232 hypothetical protein; K14570 RNA exonuclease 1 [EC:3.1.-.-] 
vcn:VOLCADRAFT_66235 hypothetical protein 
vcn:VOLCADRAFT_66258 pyruvate phosphate dikinase; K01006 pyruvate,orthophosphate dikinase [EC:2.7.9.1] 
vcn:VOLCADRAFT_66286 hypothetical protein 
vcn:VOLCADRAFT_66292 hypothetical protein 
vcn:VOLCADRAFT_66295 hypothetical protein 
vcn:VOLCADRAFT_66296 hypothetical protein; K13998 dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45] 
vcn:VOLCADRAFT_66302 hypothetical protein; K13288 oligoribonuclease [EC:3.1.-.-] 
vcn:VOLCADRAFT_66329 arf5; small Arf-related GTPase; K07955 ADP-ribosylation factor-like protein 8 
vcn:VOLCADRAFT_66339 hypothetical protein; K15281 solute carrier family 35 
vcn:VOLCADRAFT_66357 hypothetical protein 
vcn:VOLCADRAFT_66358 hypothetical protein; K01761 methionine-gamma-lyase [EC:4.4.1.11] 
vcn:VOLCADRAFT_66369 hypothetical protein 
vcn:VOLCADRAFT_66371 hypothetical protein 
vcn:VOLCADRAFT_66373 fatty acid desaturase, delta-12; K10256 omega-6 fatty acid desaturase (delta-12 desaturase) [EC:1.14 
vcn:VOLCADRAFT_66384 hypothetical protein 
vcn:VOLCADRAFT_66387 hypothetical protein 
vcn:VOLCADRAFT_66389 cct8; chaperonin complex component; K09500 T-complex protein 1 subunit theta 
vcn:VOLCADRAFT_66420 hypothetical protein 
vcn:VOLCADRAFT_66436 hypothetical protein; K03350 anaphase-promoting complex subunit 3 
vcn:VOLCADRAFT_66444 hypothetical protein; K01883 cysteinyl-tRNA synthetase [EC:6.1.1.16] 
vcn:VOLCADRAFT_66446 hypothetical protein; K15015 solute carrier family 32 (vesicular inhibitory amino acid transporter) 
vcn:VOLCADRAFT_66451 hypothetical protein 
vcn:VOLCADRAFT_66469 hypothetical protein 
vcn:VOLCADRAFT_66478 hypothetical protein 
vcn:VOLCADRAFT_66482 hypothetical protein 
vcn:VOLCADRAFT_66485 hypothetical protein; K08681 5'-phosphate synthase pdxT subunit [EC:4.3.3.6] 
vcn:VOLCADRAFT_66537 mkp1; MAP kinase phosphatase 1 
vcn:VOLCADRAFT_66543 hypothetical protein 
vcn:VOLCADRAFT_66557 vmp12; metalloproteinase, extracellular matrix glycoprotein VMP12 
vcn:VOLCADRAFT_66565 hypothetical protein; K14549 U3 small nucleolar RNA-associated protein 15 
vcn:VOLCADRAFT_66570 hypothetical protein; K07238 zinc transporter, ZIP family 
vcn:VOLCADRAFT_66578 vmp13; metalloproteinase, extracellular matrix glycoprotein VMP13 
vcn:VOLCADRAFT_66589 hypothetical protein 
vcn:VOLCADRAFT_66610 hypothetical protein 
vcn:VOLCADRAFT_66623 hypothetical protein 
vcn:VOLCADRAFT_66631 hypothetical protein 
vcn:VOLCADRAFT_66651 hypothetical protein; K12862 pleiotropic regulator 1 
vcn:VOLCADRAFT_66658 hypothetical protein 
vcn:VOLCADRAFT_66661 hypothetical protein 
vcn:VOLCADRAFT_66679 hypothetical protein; K14172 light-harvesting complex II chlorophyll a/b binding protein 7 
vcn:VOLCADRAFT_66720 CENPE type kinesin-like protein; K11498 centromeric protein E 
vcn:VOLCADRAFT_66734 hypothetical protein; K15356 GDP-mannose transporter 
vcn:VOLCADRAFT_66749 mitochondrial pyruvate dehydrogenase kinase; K00898 pyruvate dehydrogenase kinase 2/3/4 [EC:2.7.11.2 
vcn:VOLCADRAFT_66756 hypothetical protein 
vcn:VOLCADRAFT_66770 hypothetical protein 
vcn:VOLCADRAFT_66771 hypothetical protein 
vcn:VOLCADRAFT_66785 hypothetical protein 
vcn:VOLCADRAFT_66821 hypothetical protein 
vcn:VOLCADRAFT_66842 hypothetical protein 
vcn:VOLCADRAFT_66874 Bbs4; Bardet-Biedl syndrome protein 4; K16531 Bardet-Biedl syndrome 4 protein 
vcn:VOLCADRAFT_66880 hypothetical protein 
vcn:VOLCADRAFT_66894 hypothetical protein 
vcn:VOLCADRAFT_66898 hypothetical protein; K01431 beta-ureidopropionase [EC:3.5.1.6] 
vcn:VOLCADRAFT_66910 hypothetical protein 
vcn:VOLCADRAFT_66930 hypothetical protein; K03327 multidrug resistance protein, MATE family 
vcn:VOLCADRAFT_66954 hypothetical protein; K00601 phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] 
vcn:VOLCADRAFT_66963 hypothetical protein 
vcn:VOLCADRAFT_66969 hypothetical protein; K03341 O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2] 
vcn:VOLCADRAFT_66975 hypothetical protein 
vcn:VOLCADRAFT_66980 cyc36; guanylyl and adenylyl cyclase family member 
vcn:VOLCADRAFT_66989 hypothetical protein 
vcn:VOLCADRAFT_66991 hypothetical protein 
vcn:VOLCADRAFT_66997 cnrA; centrin; K16465 centrin-1 
vcn:VOLCADRAFT_67017 hypothetical protein; K14570 RNA exonuclease 1 [EC:3.1.-.-] 
vcn:VOLCADRAFT_67026 hypothetical protein; K11366 ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.1.2.15] 
vcn:VOLCADRAFT_67034 hypothetical protein; K13606 chlorophyll(ide) b reductase [EC:1.1.1.294] 
vcn:VOLCADRAFT_67049 hypothetical protein 
vcn:VOLCADRAFT_67081 hypothetical protein 
vcn:VOLCADRAFT_67093 hypothetical protein 
vcn:VOLCADRAFT_67129 hxk1; hexokinase; K00844 hexokinase [EC:2.7.1.1] 
vcn:VOLCADRAFT_67131 hypothetical protein; K16482 centriolar protein POC1 
vcn:VOLCADRAFT_67136 hypothetical protein; K13237 peroxisomal 2,4-dienoyl-CoA reductase [EC:1.3.1.34] 
vcn:VOLCADRAFT_67166 hypothetical protein; K11835 ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.1.2.15] 
vcn:VOLCADRAFT_67171 hypothetical protein; K13341 peroxin-7 
vcn:VOLCADRAFT_67186 hypothetical protein 
vcn:VOLCADRAFT_67194 SMYD2; SET and zf-MYND domain-containing protein; K11426 SET and MYND domain-containing protein 
